Stále pripútaná vypila kávu z nakloneného hrnčeka.	Still handcuffed, she drank the coffee he tilted from the mug.	0.246667
Impulzívnosť začínajúca asi v 10-tich rokoch spravidla v priebehu života klesá, a láska k vzrušeniu však vrcholí vo veku okolo 15 rokov.	Impulsivity generally drops throughout life, starting at about age 10, but this love of the thrill peaks at around age 15.	0.262136
Keď môže vyhľadávanie vzrušenia viesť k nebezpečnému správaniu, rovnako môže vyvolávať aj správanie pozitívne.	And although sensation seeking can lead to dangerous behaviors, it can also generate positive ones:	0.25814
Napríklad túžba stretávať viac ľudí často vytvára širší okruh priateľov, čo nás vo všeobecnosti robí zdravšími, šťastnejšími, úspešnejšími a poskytuje nám aj väčšie bezpečie.	The urge to meet more people, for instance, can create a wider circle of friends, which generally makes us healthier, happier, safer, and more successful.	0.371908
Toto pozitívum zrejme vysvetľuje, prečo ostáva otvorenosť voči všetkému novému, i keď nás to môže dostať do kaše, vrcholom vývoja tínedžerov.	This upside probably explains why an openness to the new, though it can sometimes kill the cat, remains a highlight of adolescent development.	0.433884
Láska k novote vedie priamo k užitočným skúsenostiam.	A love of novelty leads directly to useful experience.	0.3
Všeobecnejšie povedané, naháňanie sa po vzrušení poskytuje inšpiráciu potrebnú na to, aby vás dostalo von z domu, do nových vôd. ~~~ Tvrdí to Jay Giedd, priekopník v oblasti vývoja dospievajúceho mozgu z Národného inštitútu zdravia (NIH).	More broadly, the hunt for sensation provides the inspiration needed to get you out of the house and into new terrain, as Jay Giedd, a pioneering researcher in teen brain development at NIH, puts it.	0.160598
Aj vyhrocovanie niektorých vecí počas dospievania (a možno robenie priekov starým ľuďom najviac) je podstupovanie rizika.	Also peaking during adolescence (and perhaps aggrieving the ancientry the most) is risk- taking.	0.217857
V tínedžerskom veku vyhľadávame riziko zanietenejšie ako kedykoľvek predtým alebo potom.	We court risk more avidly as teens than at any other time.	0.10625
Spoľahlivo sa to preukazuje v laboratóriu, kde tínedžeri podstupujú v kontrolovaných experimentoch, počnúc kartovými hrami až po simulovanú jazdu, omnoho viac rizík.	This shows reliably in the lab, where teens take more chances in controlled experiments involving everything from card games to simulated driving.	0.385197
V reálnom živote sa to prejavuje približne v období od 15 až 25 rokov, ktoré je vyvrcholením všetkých možných riskantných dobrodružstiev s nepeknými koncami.	And it shows in real life, where the period from roughly 15 to 25 brings peaks in all sorts of risky ventures and ugly outcomes.	1.77429
Táto veková skupina umiera vo veľkom počte pri nehodách takmer každého druhu (okrem pracovných úrazov).	This age group dies of accidents of almost every sort (other than work accidents) at high rates.	0.266667
Väčšina ľudí dlhodobo užívajúcich drogy alebo alkohol s týmto zlozvykom začína práve počas dospievania a aj ľudia, ktorí neskôr pijú zodpovedne, počas dospievania často pili až priveľa.	Most long-term drug or alcohol abuse starts during adolescence, and even people who later drink responsibly often drink too much as teens.	0.19322
Adolescenti zaplatia za pitie často až príliš vysokú daň a to najmä v kultúrach, kde si za volant sadajú tínedžeri bežne.	Especially in cultures where teenage driving is common, this takes a gory toll:	0.364286
V Spojených štátoch je príčinou smrti každého tretieho tínedžera dopravná nehoda v mnohých prípadoch spôsobená alkoholom.	In the U. S., one in three teen deaths is from car crashes, many involving alcohol.	0.134783
Sú tie deti hlúpe?	Are these kids just being stupid?	0.05625
Tradičným vysvetlením je, že nerozmýšľajú, alebo podľa modelu označujúceho dieťa ako rozrobené dielo im zlyhali ich malé vyvíjajúce sa mozgy.	That's the conventional explanation: They're not thinking, or by the work-in-progress model, their puny developing brains fail them.	0.281897
Tieto vysvetlenia predsa len neobstáli.	Yet these explanations don't hold up.	0.272727
Ako Laurence Steinberg, vývojový psychológ na vysokej škole Temple University špecializujúci sa na dospievanie poznamenáva, že dokonca 14 až 17-roční, najväčší hazardéri, používajú rovnaké základné poznávacie stratégie ako dospelí a zvyčajne aj rovnako dobre odôvodňujú svoju cestu pretĺkania sa problémami.	As Laurence Steinberg, a developmental psychologist specializing in adolescence at Temple University, points out, even 14- to 17-year-olds—the biggest risk takers—use the same basic cognitive strategies that adults do, and they usually reason their way through problems just as well as adults.	0.573711
V protiklade so všeobecným presvedčením si tínedžeri plne uvedomujú, že sú smrteľní.	Contrary to popular belief, they also fully recognize they're mortal.	0.236066
A rovnako ako dospelí, hovorí Steinberg, riziko vlastne preceňujú.	And, like adults, says Steinberg, teens actually overestimate risk.	0.594915
Takže keď tínedžeri uvažujú tak dobre ako dospelí a riziko dokážu rozpoznať rovnako spoľahlivo, prečo teda hazardujú viac?	So if teens think as well as adults do and recognize risk just as well, why do they take more chances?	0.216867
V tomto prípade, ako aj v mnohých iných, nespočíva problém v tom, čo tínedžerom v porovnaní s dospelými chýba, ale v tom, čo majú navyše.	Here, as elsewhere, the problem lies less in what teens lack compared with adults than in what they have more of.	0.23617
Tínedžeri nepodstupujú viac rizík preto, lebo si neuvedomujú nebezpečenstvo, ale preto, lebo vidia odlišnú dôležitosť vo vzťahu risk verzus odmena.	Teens take more risks not because they don't understand the dangers but because they weigh risk versus reward differently: In situations where risk can get them something they want, they value the reward more heavily than adults do.	0.287043
V situáciách, kde sa môžu riskovaním dostať k tomu čo chcú, pripisujú odmene omnoho väčšiu dôležitosť ako dospelí.	A video game Steinberg uses draws this out nicely.	-0.0837209
Videohra, ktorú používa Steinberg, to vykresľuje veľmi pekne.	In the game, you try to drive across town in as little time as possible.	0.611515
V hre jazdíte po meste v čo najkratšom čase.		-0.3
Keď stihnete prejsť kým naskočí červená, ušetríte čas a získate viac bodov.	You save time—and score more points—if you drive through before the light turns red.	0.267692
Keď sa vám to však nepodarí, stratíte ešte viac času, ako keby ste na červenej zastali.	But if you try to drive through the red and don't beat it, you lose even more time than you would have if you had stopped for it.	0.353183
Hra vás teda za podstúpenie istého rizika odmení, keď však riskujete príliš, potrestá vás.	Thus the game rewards you for taking a certain amount of risk but punishes you for taking too much.	0.284615
Keď tínedžeri súťažia sami, ako to Steinberg nazýva v emocionálne pokojnom stave prázdnej izby, riskujú do tej miery ako dospelí.	When teens drive the course alone, in what Steinberg calls the emotionally cool situation of an empty room, they take risks at about the same rates that adults do.	0.37529
Keď však pridáte nejakú premennú, na ktorej tínedžerovi záleží, situácia sa zmení.	Add stakes that the teen cares about, however, and the situation changes.	0.257143
Steinberg v tomto prípade pridal priateľov. ~~~ Keď priniesol priateľov daného tínedžera do izby, aby sa dívali na jeho počínanie, tínedžer podstupoval dvakrát toľko rizík, keď sa snažil preletieť cez semafory, pri ktorých predtým zastal.	In this case Steinberg added friends: When he brought a teen's friends into the room to watch, the teen would take twice as many risks, trying to gun it through lights he'd stopped for before.	-0.00471698
Medzitým jazdili dospelí s priateľom za chrbtom bez rozdielu.	The adults, meanwhile, drove no differently with a friend watching.	0.272222
Podľa Steinberga toto jasne dokazuje, že podstupovanie rizík nestúpa kvôli slabému mysleniu, ale kvôli upriameniu pozornosti na odmenu.	To Steinberg, this shows clearly that risk-taking rises not from puny thinking but from a higher regard for reward.	0.235714
Nehazardovali viac, pretože náhle podcenili riziko, hovorí Steinberg.	They didn't take more chances because they suddenly downgraded the risk, says Steinberg.	0.566667
Robili to, pretože pripisovali väčšiu dôležitosť odmene.	They did so because they gave more weight to the payoff.	0.274468
Výskumníci ako Steinberg a Caseyová sa domnievajú, že priklonenie sa k riziku v určovaní dôležitosti vo vzťahu cena verzus odmena si tínedžeri vybrali preto, lebo v priebehu ľudskej evolúcie poskytovala ochota podstupovať riziko v tomto období života adaptívnu výhodu.	Researchers such as Steinberg and Casey believe this risk-friendly weighing of cost versus reward has been selected for because, over the course of human evolution, the willingness to take risks during this period of life has granted an adaptive edge.	0.349648
Byť úspešným si často vyžaduje odísť z pohodlia domova a vydať sa do neistejších situácií.	Succeeding often requires moving out of the home and into less secure situations.	0.27
Čím viac vyhľadávate niečo nové a podstupujete riziká, hovorí Bairdová, tým je to pre vás lepšie.	The more you seek novelty and take risks, says Baird, the better you do.	0.185
Toto vnímanie odmeny teda funguje ako túžba po novom vzrušení.	This responsiveness to reward thus works like the desire for new sensation:	0.238889
Vytiahne vás von z domu do nových vôd.	It gets you out of the house and into new turf.	0.24375
Steinbergova súťažná hra napovedá, že tínedžeri výrazne reagujú na odmeny spoločenského charakteru.	As Steinberg's driving game suggests, teens respond strongly to social rewards.	0.218571
Fyziológia a evolučná teória ponúkajú vysvetlenia tohto správania.	Physiology and evolutionary theory alike offer explanations for this tendency.	0.25
Z fyziologického hľadiska dosiahne mozog počas dospievania vrchol citlivosti na dopamín, čo je neurotransmiter, ktorý, ako sa zdá, hrá dôležitú úlohu vo vnímaní odmien a pomáha pri modeloch učenia a pri rozhodovaní.	Physiologically, adolescence brings a peak in the brain's sensitivity to dopamine, a neurotransmitter that appears to prime and fire reward circuits and aids in learning patterns and making decisions.	0.479191
Toto pomáha vysvetliť schopnosť tínedžerov rýchlo sa učiť, ich neobyčajné vnímanie odmeny a ich horlivú, niekedy melodramatickú reakciu na úspech ako aj porážku.	This helps explain the teen's quickness of learning and extraordinary receptivity to reward—and his keen, sometimes melodramatic reaction to success as well as defeat.	0.289286
Dospievajúci mozog je podobne naladený na oxytocín, ďalší neurohormón, ktorý (okrem iného) ešte viac zvyšuje atraktivitu sociálnych kontaktov.	The teen brain is similarly attuned to oxytocin, another neural hormone, which (among other things) makes social connections in particular more rewarding.	0.280952
Neurálne siete a dynamika spojená so všeobecnou odmenou a sociálnymi interakciami sa značne prekrývajú.	The neural networks and dynamics associated with general reward and social interactions overlap heavily.	0.296703
Zapojte jedno a často tým zapojíte aj druhé.	Engage one, and you often engage the other.	0.291892
Zapojte ich počas dospievania a zapálite tým oheň.	Engage them during adolescence, and you light a fire.	0.619697
Toto pomáha vysvetliť ďalšiu črtu, ktorá charakterizuje dospievanie.	This helps explain another trait that marks adolescence:	0.228
Ľudia uprednostňujú spoločnosť rovesníkov počas dospievania viac než kedykoľvek predtým alebo potom.	Teens prefer the company of those their own age more than ever before or after.	0.190909
Svojím spôsobom vyjadruje v sociálnej sfére vášeň pre rovesníkov len všeobecnú príťažlivosť tínedžerov ku všetkému novému.	At one level, this passion for same-age peers merely expresses in the social realm the teen's general attraction to novelty:	0.29434
Tínedžer dokáže ponúknuť tínedžerovi omnoho viac noviniek ako dôverne známa stará rodina.	Teens offer teens far more novelty than familiar old family does.	0.176786
Ďalším lepším dôvodom, prečo tínedžeri trávia čas s rovesníkmi, je investícia do budúcnosti a nie do minulosti.	Yet teens gravitate toward peers for another, more powerful reason: to invest in the future rather than the past.	0.3
Vstupujeme do sveta, ktorý vytvorili naši rodičia.	We enter a world made by our parents.	0.164516
Väčšinu života však budeme žiť a prosperovať (alebo aj nie) vo svete riadenom a pretvorenom našimi rovesníkmi.	But we will live most of our lives, and prosper (or not) in a world run and remade by our peers.	0.396537
Poznanie, chápanie a budovanie vzťahov s nimi má teda rozhodujúci vplyv na úspech.	Knowing, understanding, and building relationships with them bears critically on success.	0.261972
Spoločensky chytré zvieratá ako potkany alebo opice napríklad zvyčajne získajú najlepšie miesta alebo územia na hniezdenie, najviac jedla a vody, viac spojencov a viac sexu s lepšími a zdravšími kamarátmi.	Socially savvy rats or monkeys, for instance, generally get the best nesting areas or territories, the most food and water, more allies, and more sex with better and fitter mates.	0.248344
A niet druhu, ktorý by bol spoločenskejší ako človek.	And no species is more intricately and deeply social than humans are.	0.215217
Táto výsostne ľudská vlastnosť stavia vzťahy medzi rovesníkmi na hlavnú koľaj.	This supremely human characteristic makes peer relations not a sideshow but the main show.	0.26087
Isté štúdie mozgu vlastne naznačujú, že naše mozgy reagujú na odlúčenie rovesníkov rovnako, ako reagujú na ohrozenia fyzického zdravia alebo zdrojov potravy.	Some brain-scan studies, in fact, suggest that our brains react to peer exclusion much as they respond to threats to physical health or food supply.	0.2712
Inými slovami, na neurálnej úrovni vnímame spoločenské odvrhnutie ako existenčnú hrozbu.	At a neural level, in other words, we perceive social rejection as a threat to existence.	0.284
Keď to pochopíme, ľahšie znesieme hystériu 13-ročného, ktorého sklamal priateľ alebo skľúčenosť 15-ročného, ktorého nepozvali na párty.	Knowing this might make it easier to abide the hysteria of a 13-year-old deceived by a friend or the gloom of a 15-year-old not invited to a party.	0.464167
Ach tí ľudia! Sťažujeme sa.	These people! we lament.	0.272727
Na spoločenské vzostupy a pády reagujú akoby od nich závisel ich osud!	They react to social ups and downs as if their fates depended upon them!	0.3
Majú pravdu.	They're right.	0.25
